eventNumber,hitDetID,hitT,hitQ
143,"[340, 360, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 438, 438, 450, 450, 450, 450, 450]","[799.6, 1914.6666666666667, 383.5017964071856, 398.0, 407.2931034482759, 423.1578947368421, 424.0, 432.5, 440.0, 450.0, 603.0, 754.0, 922.0, 277.8, 280.0, 386.5, 409.5, 501.0, 640.0, 786.6666666666666]","[0.0014857910156249995, 0.0009669433593750002, 0.185818212890625, 0.028654541015625003, -0.00035375976562500045, 0.002146142578125, 0.0016037109375, 0.00051884765625, 0.0005188476562500001, 0.0004716796875, 0.0033017578125, 0.004528125, 0.00202822265625, 0.002193310546875, 0.002334814453125, 0.0011791992187500002, 0.0009669433593750002, 0.0040564453125, 0.0067450195312499985, 0.006768603515625002]"
144,"[339, 339, 339, 392, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450]","[615.5, 774.0, 1183.3333333333333, 1183.8181818181818, 383.71112476951447, 398.0, 407.4108527131783, 423.2631578947368, 424.0, 432.8333333333333, 609.0, 754.0, 918.0, 385.3333333333333, 504.0, 639.3333333333334, 784.0]","[0.0029244140625000006, 0.003466845703125, 0.0020518066406250003, 0.0021225585937500006, 0.18496918945312502, 0.028748876953125002, -0.00030659179687500044, 0.002004638671875, 0.0015801269531250002, 0.0006131835937499999, 0.0031366699218750007, 0.0038441894531250007, 0.00419794921875, 0.0011084472656250001, 0.00476396484375, 0.007476123046875, 0.007240283203125002]"
145,"[339, 344, 357, 366, 384, 384, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[774.0, 625.3333333333334, 826.0, 683.6, 979.125, 1246.3529411764705, 383.5525059665871, 398.0, 407.3114754098361, 423.18918918918916, 424.0, 432.2857142857143, 610.0, 770.0, 385.3333333333333, 410.0, 501.5, 646.0, 786.0]","[0.0019810546875000004, 0.002570654296875, 0.03617783203124966, 0.0009669433593750004, 0.0029008300781249996, 0.0030895019531250014, 0.18503994140625, 0.028984716796874994, -0.0006131835937500004, 0.002075390625, 0.0015801269531250002, 0.00051884765625, 0.00264140625, 0.0016980468750000003, 0.001155615234375, 0.0011556152343750001, 0.004174365234375, 0.007334619140625003, 0.0069808593750000005]"
146,"[339, 366, 370, 370, 372, 391, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[779.0, 1143.0, 196.85714285714286, 696.0, 463.25, 1085.5, 383.26084300549786, 398.0, 407.09090909090907, 422.8888888888889, 424.0, 432.0, 440.0, 611.0, 771.3333333333334, 384.6666666666667, 408.0, 501.5, 644.5, 785.0]","[0.001509375, 0.0009197753906250006, 0.002381982421875, 0.002806494140625, 0.002830078125, 0.0036555175781249998, 0.18772851562500006, 0.026649902343749993, -0.0004009277343750001, 0.0015801269531250002, 0.001674462890625, 0.000448095703125, 0.00023583984374999997, 0.0026178222656249995, 0.00264140625, 0.0013442871093750004, 0.001344287109375, 0.004598876953125, 0.007664794921875004, 0.007641210937500003]"
147,"[339, 339, 351, 364, 364, 366, 390, 391, 393, 398, 403, 416, 416, 416, 416, 416, 416, 420, 421, 425, 437, 437, 439, 439, 440, 450, 450, 450, 450, 450]","[593.0, 775.3333333333334, 1866.4444444444443, 762.6666666666666, 1616.0, 615.2, 1930.875, 794.6666666666666, 45.0, 1022.375, 483.6, 382.81830417227457, 398.0, 408.0, 415.04347826086956, 424.0, 447.77777777777777, 610.0, 328.2, 1299.0, 1855.4285714285713, 1858.0, 645.25, 714.75, 784.7142857142857, 385.2, 409.3333333333333, 502.0, 646.0, 789.0]","[0.003372509765625, 0.0020753906249999995, 0.002830078125, 0.0021461425781250003, 0.0018395507812500001, 0.0014857910156250002, 0.0015801269531250004, 0.0012735351562500005, 0.0019103027343750005, 0.0026649902343750006, 0.0007311035156250001, 0.18400224609375, 0.031178027343750005, 0.002075390625, 0.0013678710937500003, 0.00113203125, 0.00021225585937500004, 0.0025470703125, 0.0027121582031249996, 0.00202822265625, 0.002334814453125, 0.0031838378906250005, 0.0017452148437500003, 0.0013914550781250002, 0.001344287109375, 0.000872607421875, 0.0007782714843749999, 0.003372509765624999, 0.005471484375, 0.005919580078125003]"
148,"[340, 369, 372, 391, 397, 410, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[799.0, 1506.4, 472.6666666666667, 464.4, 1109.3333333333333, 970.5, 383.41776710684275, 398.0, 407.23809523809524, 423.14285714285717, 424.0, 613.0, 748.0, 384.6666666666667, 408.6666666666667, 502.6666666666667, 644.6666666666666, 785.0]","[0.001698046875, 0.00188671875, 0.001627294921875, 0.0023583984375, 0.0014150390625, 0.0021461425781250008, 0.186596484375, 0.0278291015625, -0.0005660156250000001, 0.002004638671875, 0.0015565429687499999, 0.002830078125, 0.0031366699218749994, 0.0010376953124999998, 0.0009197753906249999, 0.003466845703125, 0.005966748046875001, 0.005990332031249998]"
149,"[339, 344, 366, 407, 412, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[774.0, 639.0, 1217.75, 476.3076923076923, 461.5, 383.3546827794562, 398.0, 407.22, 423.09090909090907, 424.0, 434.0, 604.0, 763.3333333333334, 385.5, 409.3333333333333, 502.0, 646.6666666666666, 783.5]","[0.0027121582031250004, 0.0017923828125000001, 0.0018395507812500004, 0.0025470703125000005, 0.0008254394531250001, 0.18728041992187497, 0.026626318359374998, -0.0005660156249999998, 0.002098974609375, 0.0016037109375, 0.0005424316406250001, 0.002806494140625, 0.00264140625, 0.00136787109375, 0.001014111328125, 0.00419794921875, 0.007240283203125003, 0.007169531250000002]"
150,"[339, 369, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[777.0, 1361.5, 383.36, 398.0, 407.24, 423.0625, 424.0, 617.0, 771.0, 386.0, 409.3333333333333, 501.6, 647.0, 786.0]","[0.0017923828125, 0.0025470703125, 0.18779926757812498, 0.026414062500000002, -0.0005895996093749997, 0.002004638671875, 0.001627294921875, 0.0028536621093750002, 0.0020046386718749996, 0.0013678710937500003, 0.0013207031249999998, 0.003962109375, 0.006768603515624999, 0.006674267578125002]"
151,"[339, 365, 366, 366, 403, 406, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[777.0, 6.666666666666667, 556.8, 1089.6, 468.6666666666667, 468.2857142857143, 383.4715398442181, 398.0, 407.2432432432432, 423.13513513513516, 434.0, 604.0, 739.3333333333334, 385.0, 409.0, 501.5, 644.6666666666666, 788.0]","[0.0015801269531250002, 0.0018631347656250003, 0.0012263671875, 0.00042451171875, 0.0019103027343749998, 0.001957470703125, 0.18610122070312504, 0.028654541015625, -0.0004009277343749998, 0.0027357421875, 0.0006367675781250001, 0.003183837890625001, 0.004103613281250001, 0.001108447265625, 0.0009197753906250001, 0.004103613281250001, 0.006862939453124999, 0.0067686035156250025]"
152,"[398, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[1066.625, 383.55408653846155, 398.0, 407.32173913043476, 423.2105263157895, 424.0, 434.0, 455.77777777777777, 479.6666666666667, 604.0, 759.0, 915.0, 386.0, 410.0, 501.5, 646.5, 784.0]","[0.0024763183593750006, 0.18539370117187498, 0.027829101562500007, -0.00035375976562500007, 0.0020046386718749996, 0.001509375, 0.000495263671875, 0.00030659179687499995, 0.0004245117187500001, 0.0030659179687500004, 0.0043866210937499985, 0.002429150390625001, 0.0011556152343750003, 0.0010376953125, 0.0042451171875, 0.008065722656250001, 0.0076647949218750025]"
153,"[339, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[767.3333333333334, 383.51475015051176, 398.0, 407.32142857142856, 423.14285714285717, 424.0, 604.0, 806.8, 808.0, 385.3333333333333, 409.0, 502.5, 645.5, 785.0]","[0.0025470703125, 0.185959716796875, 0.027428173828125006, -0.00042451171874999965, 0.00202822265625, 0.0014622070312499999, 0.0029008300781249996, 0.005164892578125001, 0.002334814453125, 0.0013678710937500003, 0.001108447265625, 0.004386621093749999, 0.0069808593750000005, 0.007098779296875003]"
154,"[334, 339, 344, 354, 378, 405, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 450, 450]","[823.3333333333334, 777.0, 635.3333333333334, 470.5, 1688.0, 471.3333333333333, 383.53513513513514, 398.0, 407.3333333333333, 423.2307692307692, 424.0, 432.57142857142856, 603.0, 755.0, 385.3333333333333, 410.0, 503.0, 646.5, 786.0, 1875.3333333333333, 1878.0]","[0.00264140625, 0.001957470703125, 0.0018867187500000002, 0.003985693359375001, 0.002570654296875, 0.00155654296875, 0.18598330078125, 0.027876269531249998, -0.0005895996093750002, 0.0020282226562499998, 0.0015565429687499999, 0.000589599609375, 0.003561181640625001, 0.004551708984375001, 0.0010612792968750003, 0.0007311035156249999, 0.0032074218750000006, 0.005542236328125, 0.00570732421875, 0.0015329589843750002, 0.0024527343750000005]"
155,"[339, 369, 398, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[775.0, 484.0, 924.2105263157895, 383.31000613873545, 398.0, 407.2258064516129, 423.0625, 424.0, 434.0, 610.0, 754.0, 388.0, 409.5, 502.0, 645.3333333333334, 783.3333333333334]","[0.0019103027343749996, 0.00259423828125, 0.0031366699218750007, 0.188412451171875, 0.025258447265624998, -0.0002358398437499999, 0.00193388671875, 0.0014150390625, 0.000353759765625, 0.0032074218750000006, 0.003679101562500001, 0.00108486328125, 0.0007546875, 0.0038913574218750013, 0.006556347656250004, 0.0067921875]"
156,"[366, 387, 391, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450, 462, 463]","[1101.4285714285713, 1101.6923076923076, 1072.2857142857142, 383.39770669885337, 398.0, 407.24528301886795, 423.0967741935484, 424.0, 434.0, 603.0, 755.0, 923.0, 385.3333333333333, 408.6666666666667, 501.3333333333333, 645.0, 789.0, 468.25, 471.4]","[0.001910302734375001, 0.0019103027343750005, 0.0017687988281250007, 0.18753984375000002, 0.027121582031249997, -0.0003301757812500001, 0.002075390625, 0.001509375, 0.0004009277343750001, 0.003136669921875001, 0.0035847656250000016, 0.00259423828125, 0.0014150390625, 0.0012263671875, 0.004174365234375, 0.0076176269531250005, 0.006249755859375, 0.0016744628906250004, 0.00108486328125]"
157,"[339, 357, 364, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[761.5, 884.75, 474.0, 383.47083583884546, 398.0, 407.27777777777777, 423.18918918918916, 434.0, 463.6, 479.3333333333333, 604.0, 754.0, 385.6, 409.3333333333333, 502.4, 645.5, 788.0]","[0.0029479980468750007, 0.009032666015625005, 0.0017452148437500006, 0.186431396484375, 0.0278291015625, -0.0004245117187500001, 0.0023583984374999996, 0.000589599609375, 0.000542431640625, 0.0008254394531250001, 0.002971582031250001, 0.003042333984375, 0.001108447265625, 0.0007311035156250001, 0.003561181640625, 0.006273339843750002, 0.0065327636718750005]"
158,"[339, 366, 366, 369, 386, 405, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[780.0, 787.2, 1596.0, 1399.7777777777778, 1900.0, 787.3333333333334, 383.43064809206544, 398.0, 407.2761904761905, 423.14285714285717, 424.0, 434.0, 606.0, 763.0, 920.0, 385.6, 409.0, 501.3333333333333, 642.0, 784.0]","[0.0014150390624999998, 0.0013678710937500007, 0.0009669433593750004, 0.0023583984375000005, 0.0032310058593750025, 0.0020046386718750005, 0.18742192382812498, 0.02627255859375, -9.433593750000018e-05, 0.002193310546875, 0.001509375, 0.000400927734375, 0.003113085937500001, 0.0038441894531249994, 0.0025706542968750006, 0.00113203125, 0.001014111328125, 0.004197949218750002, 0.007428955078125001, 0.007028027343750002]"
159,"[339, 339, 369, 398, 409, 410, 416, 416, 416, 416, 416, 416, 416, 417, 420, 420, 420, 450, 450, 450, 450, 450, 450]","[617.5, 1367.0, 35.0, 1396.4285714285713, 463.27272727272725, 461.75, 383.0891959798995, 398.0, 406.9866666666667, 422.7826086956522, 424.0, 432.0, 440.0, 477.77777777777777, 602.0, 747.0, 922.0, 385.2, 408.0, 501.5, 644.0, 786.0, 965.0]","[0.0019810546875, 0.0019574707031250007, 0.0015801269531250004, 0.0019338867187499997, 0.00240556640625, 0.0015801269531249998, 0.18211552734375, 0.025116943359375008, -0.0004009277343749999, 0.0013207031249999998, 0.0014857910156249998, 0.000542431640625, 0.00047167968750000004, 0.0014857910156250002, 0.0032781738281250005, 0.004881884765625001, 0.0015329589843750002, 0.0014150390625000003, 0.00117919921875, 0.00429228515625, 0.007358203125000001, 0.007145947265625003, 0.0017216308593749996]"
160,"[340, 398, 400, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450]","[797.0, 28.4, 471.38461538461536, 383.4557495484648, 398.0, 407.25, 423.1666666666667, 424.0, 434.0, 591.3333333333334, 603.3333333333334, 754.6666666666666, 915.0, 386.4, 501.6, 643.0, 786.0]","[0.0018395507812500001, 0.0021697265625000004, 0.0014622070312500003, 0.186195556640625, 0.027947021484375004, -0.0005895996093750002, 0.0018395507812500001, 0.001438623046875, 0.00033017578125, 0.001910302734375, 0.0034668457031250006, 0.00438662109375, 0.0023112304687499994, 0.00113203125, 0.0035375976562500014, 0.005990332031250002, 0.006249755859375002]"
161,"[339, 366, 366, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 437, 437, 450, 450, 450, 450, 451]","[769.3333333333334, 1225.3333333333333, 1783.3333333333333, 383.496100779844, 398.0, 407.2869565217391, 423.09090909090907, 434.0, 440.0, 450.0, 456.0, 604.0, 763.3333333333334, 469.8666666666667, 472.0, 385.2, 502.5, 646.0, 785.0, 427.6666666666667]","[0.0021697265625000004, 0.0013442871093750004, 0.0010141113281249999, 0.18546445312500004, 0.02863095703125, -0.0004009277343750002, 0.0025470703125, 0.0004245117187500001, 0.00042451171875, 0.000353759765625, 0.0004716796875, 0.0027357421875, 0.0025470703125000005, 0.0018395507812500004, 0.001910302734375, 0.000966943359375, 0.003514013671875001, 0.005730908203125002, 0.006179003906250001, 0.0007075195312500001]"
162,"[416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450]","[383.37867647058823, 398.0, 407.3265306122449, 423.2121212121212, 424.0, 602.6666666666666, 771.3333333333334, 919.0, 385.3333333333333, 501.6, 646.0, 785.0]","[0.188176611328125, 0.024550927734375005, -0.0005188476562499997, 0.0016744628906249998, 0.00127353515625, 0.0031366699218750007, 0.004622460937500001, 0.0020046386718750005, 0.00113203125, 0.0041743652343750005, 0.006296923828125001, 0.006650683593750003]"
163,"[364, 382, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 454, 454, 454, 458, 458, 458, 458]","[476.6666666666667, 360.0, 383.0816326530612, 398.0, 408.0, 422.96, 424.0, 432.0, 447.84615384615387, 603.0, 755.0, 385.5, 408.6666666666667, 501.14285714285717, 644.0, 786.0, 68.85714285714286, 350.90909090909093, 1082.142857142857, 0.0, 1284.0, 1349.8333333333333, 1833.25]","[0.001344287109375, 0.0022876464843750006, 0.18279946289062501, 0.023466064453124998, 0.0017923828125000001, 0.00136787109375, 0.0014386230468750002, 0.00030659179687499995, 9.43359375e-05, 0.00344326171875, 0.004787548828124998, 0.00136787109375, 0.00117919921875, 0.004292285156249999, 0.007122363281250003, 0.0071695312500000006, 0.0008726074218750001, 0.00136787109375, 0.007334619140625002, 0.0007075195312499999, 0.004646044921875001, 0.00202822265625, 0.00127353515625]"
164,"[382, 389, 393, 397, 398, 399, 403, 416, 416, 416, 416, 416, 416, 420, 420, 420, 421, 450, 450, 450, 450, 450]","[218.25, 460.3076923076923, 29.0, 459.2307692307692, 470.90909090909093, 1101.090909090909, 1975.4666666666667, 383.4483173076923, 398.0, 407.23636363636365, 423.05882352941177, 424.0, 434.0, 606.0, 749.0, 914.0, 1485.0, 386.0, 409.3333333333333, 502.6666666666667, 647.0, 786.0]","[0.002947998046875001, 0.005094140625000002, 0.0017687988281250007, 0.002617822265625, 0.00155654296875, 0.0012263671875000002, 0.000778271484375, 0.18685590820312498, 0.028253613281250003, -0.0003773437500000003, 0.0021461425781249995, 0.001698046875, 0.00051884765625, 0.0038677734375, 0.004598876953125001, 0.00278291015625, 0.0012263671875000005, 0.001249951171875, 0.0011084472656250003, 0.003797021484375, 0.007240283203125001, 0.0066978515625000035]"
165,"[339, 339, 344, 347, 347, 354, 356, 357, 358, 361, 364, 364, 364, 364, 366, 366, 368, 368, 370, 370, 370, 370, 370, 371, 373, 375, 377, 377, 378, 380, 382, 383, 383, 383, 384, 386, 388, 389, 390, 391, 391, 392, 393, 393, 393, 393, 393, 394, 395, 397, 397, 397, 398, 398, 398, 399, 400, 401, 402, 402, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 404, 404, 406, 411, 413, 413, 413, 416, 416, 416, 416, 416, 416, 418, 418, 418, 419, 420, 420, 420, 420, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 422, 424, 424, 424, 425, 425, 425, 425, 425, 425, 425, 425, 432, 435, 435, 435, 435, 435, 436, 441, 443, 450, 450, 450, 450, 450, 450, 450, 450, 450, 453, 456, 461, 462]","[623.0, 768.0, 332.85714285714283, 447.5, 1892.8, 1397.2, 951.0, 972.0, 1520.0, 186.5, 93.33333333333333, 342.0, 862.0, 1619.75, 352.0, 867.5, 766.0, 997.6, 292.0, 421.6, 495.3333333333333, 861.3333333333334, 1776.75, 664.25, 604.9411764705883, 1760.0, 463.5, 1204.4285714285713, 407.45454545454544, 538.0, 1666.5, 191.4, 1359.0, 1973.0, 1302.857142857143, 610.6666666666666, 14.571428571428571, 1176.8333333333333, 884.6666666666666, 926.5714285714286, 1480.0, 1474.3333333333333, 232.46153846153845, 319.0, 443.42857142857144, 1094.5714285714287, 1913.6666666666667, 343.0, 263.3333333333333, 132.33333333333334, 350.54545454545456, 1576.75, 284.77777777777777, 1689.3333333333333, 1812.1538461538462, 78.8, 1631.0, 1884.0, 890.6, 1543.0, 91.33333333333333, 144.88888888888889, 562.5, 596.75, 844.4, 900.5, 1169.6666666666667, 1213.8, 1254.0, 1386.0, 1481.0, 1780.6666666666667, 1951.2, 497.2, 1554.0, 307.6363636363636, 693.25, 575.4666666666667, 1199.090909090909, 1466.888888888889, 383.1415984896161, 398.0, 407.1645569620253, 423.04, 424.0, 447.85714285714283, 518.6666666666666, 938.6315789473684, 1733.3333333333333, 252.4, 603.3333333333334, 745.0, 1483.3684210526317, 1486.0, 10.0, 264.0, 427.6, 672.0571428571428, 819.3333333333334, 885.0, 943.1578947368421, 1103.0, 1163.6923076923076, 1166.0, 1486.6666666666667, 1822.4, 406.6, 592.6666666666666, 1409.7142857142858, 149.33333333333334, 316.8333333333333, 511.2307692307692, 809.3333333333334, 1012.8, 1178.6666666666667, 1626.0, 1852.6153846153845, 202.0, 279.77777777777777, 835.2, 838.0, 1143.8, 1912.6666666666667, 549.0434782608696, 492.8, 409.29411764705884, 385.0, 409.5, 502.0, 576.7692307692307, 643.5, 786.0, 906.6153846153846, 926.7058823529412, 930.0, 354.72727272727275, 1798.3333333333333, 430.0, 1881.0]","[0.001627294921875, 0.002664990234375001, 0.004339453125, 0.0012263671875000002, 0.0017216308593750002, 0.003207421875, 0.002216894531250001, 0.004834716796875002, 0.0019810546875, 0.001344287109375, 0.0019103027343750007, 0.001768798828125, 0.0020282226562499998, 0.002570654296875, 0.0011084472656250001, 0.000825439453125, 0.00155654296875, 0.0022168945312500007, 0.0018631347656250003, 0.0016508789062500001, 0.0020046386718749996, 0.00188671875, 0.0022640625000000004, 0.0031366699218750007, 0.0021697265625, 0.0017923828125000001, 0.0012027832031250003, 0.002735742187500001, 0.002051806640625, 0.0019810546875000004, 0.0028064941406250017, 0.0019810546875, 0.0015801269531250004, 0.0008726074218750001, 0.002664990234375001, 0.0014857910156249998, 0.0012971191406250001, 0.002075390625, 0.001721630859375, 0.0019338867187500004, 0.0013442871093750004, 0.0031130859374999993, 0.003372509765625001, 0.0011084472656250001, 0.0022640625000000004, 0.002381982421875, 0.0013678710937500005, 0.001532958984375, 0.0015329589843750006, 0.0017452148437500001, 0.0024763183593750006, 0.00127353515625, 0.0022640625000000004, 0.000683935546875, 0.0025706542968749998, 0.0025706542968750006, 0.0027593261718749994, 0.0018159667968750007, 0.0016744628906250004, 0.002287646484375, 0.0008018554687500002, 0.001249951171875, 0.0012263671875000002, 0.0011084472656250003, 0.0016508789062500001, 0.0012735351562500003, 0.0016980468750000003, 0.0009197753906250002, 0.000825439453125, 0.001108447265625, 0.0020046386718749996, 0.000966943359375, 0.0011320312500000002, 0.0019810546874999995, 0.003514013671875002, 0.0036319335937500027, 0.0021697265625, 0.0027829101562500003, 0.0022168945312500007, 0.0018159667968750005, 0.18204477539062502, 0.023914160156250003, -0.00023583984374999978, 0.0016508789062500001, 0.0012263671875000002, 4.7167968749999996e-05, 0.0014150390624999998, 0.005117724609375001, 0.0019810546875000004, 0.0007075195312499999, 0.002853662109375, 0.0037498535156250006, 0.0018395507812499997, 0.0029479980468749994, 0.0013678710937500003, 0.00165087890625, 0.003891357421874999, 0.016555957031249985, 0.0010141113281250005, 0.001650878906250001, 0.007428955078125004, 0.001061279296875, 0.0019103027343749998, 0.002075390625, 0.011343896484374985, 0.001320703125, 0.0011084472656250001, 0.0021461425781250003, 0.0009433593750000001, 0.0019574707031249994, 0.0027829101562500003, 0.005117724609375008, 0.0025942382812500003, 0.005377148437500003, 0.0012263671875000002, 0.007476123046875003, 0.007641210937500008, 0.0007546875, 0.0031130859374999998, 0.0016980468750000003, 0.0016980468750000003, 0.0016037109375000003, 0.0029244140625000006, 0.0022640625, 0.001202783203125, 0.0023819824218750006, 0.001061279296875, 0.000495263671875, 0.004103613281250001, 0.000566015625, 0.007476123046875002, 0.006556347656250001, 0.001155615234375, 0.00264140625, 0.004952636718750003, 0.00202822265625, 0.001202783203125, 0.0022640625, 0.0025234863281250004]"
166,"[339, 340, 366, 378, 397, 397, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 451]","[770.0, 635.5, 379.3333333333333, 465.42857142857144, 464.4, 1652.3333333333333, 383.3683574879227, 398.0, 407.2277227722772, 423.11764705882354, 424.0, 434.0, 440.0, 463.7142857142857, 604.0, 770.6666666666666, 386.5, 409.0, 502.0, 646.0, 784.0, 472.6666666666667]","[0.0021461425781250003, 0.0016037109375000003, 0.0008490234375, 0.00136787109375, 0.0016037109375, 0.0017687988281250002, 0.18742192382812506, 0.027050830078125, -0.00028300781250000006, 0.0020282226562499998, 0.0015801269531249998, 0.0005660156250000001, 0.0004009277343750001, 0.0004009277343749999, 0.0031366699218749994, 0.004315869140625, 0.0011556152343750001, 0.00099052734375, 0.004221533203125001, 0.0061318359375, 0.006202587890624999, 0.001297119140625]"
167,"[339, 360, 411, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[775.3333333333334, 1590.0, 468.57142857142856, 383.2389162561576, 398.0, 407.16279069767444, 423.0344827586207, 424.0, 432.0, 440.0, 463.6666666666667, 610.6666666666666, 748.0, 384.6666666666667, 409.3333333333333, 502.5, 642.0, 784.0]","[0.0021461425781249995, 0.0019810546875, 0.0020282226562499998, 0.1810306640625, 0.025517871093750002, -0.0002358398437499999, 0.0019338867187499997, 0.0015801269531250004, 0.0005660156250000001, 0.0004009277343749999, 0.000353759765625, 0.00264140625, 0.0034196777343749995, 0.0010141113281250003, 0.00080185546875, 0.004103613281250001, 0.006391259765625001, 0.0062733398437500015]"
168,"[366, 369, 398, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[909.0, 54.5, 182.0, 383.4320835894284, 398.0, 407.3469387755102, 423.2, 424.0, 603.0, 752.6666666666666, 915.0, 388.0, 409.2, 502.4, 644.6666666666666, 783.3333333333334]","[0.00089619140625, 0.0024999023437500003, 0.0023819824218750006, 0.18812944335937498, 0.024527343750000003, -9.433593750000003e-05, 0.0019810546875, 0.0015565429687499999, 0.0034904296875, 0.0045045410156249995, 0.002523486328125, 0.001438623046875, 0.001155615234375, 0.005141308593750001, 0.0077355468750000015, 0.007570458984375]"
169,"[339, 366, 416, 420, 420, 450, 450, 450, 450, 450]","[773.3333333333334, 1451.3333333333333, 382.7402597402597, 608.0, 746.0, 384.6666666666667, 408.0, 501.6, 645.0, 784.0]","[0.0021697265625000004, 0.0014150390625, 7.842830419921904, 0.002900830078125001, 0.003514013671875001, 0.001532958984375, 0.0014857910156249998, 0.004339453125000001, 0.007499707031250001, 0.0078062988281250014]"
170,"[334, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 459]","[823.3333333333334, 383.3816425120773, 398.0, 407.22, 423.0967741935484, 424.0, 434.0, 587.0, 609.0, 761.0, 384.6666666666667, 409.0, 502.5, 642.0, 783.5, 1556.5]","[0.002193310546875, 0.18749267578124998, 0.026909326171874998, -0.00037734375000000024, 0.0020046386718750005, 0.0015093749999999999, 0.000353759765625, 0.0031130859375, 0.0029479980468750003, 0.0033253417968749995, 0.0012735351562500003, 0.0009905273437500002, 0.0046224609375, 0.0071459472656250035, 0.006815771484375001, 0.0015093749999999999]"
171,"[339, 340, 366, 366, 373, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[776.0, 631.0, 60.857142857142854, 1732.8, 461.4, 383.0679245283019, 398.0, 407.0, 422.9230769230769, 424.0, 432.0, 605.0, 753.0, 920.0, 385.0, 408.0, 502.6666666666667, 645.3333333333334, 787.0]","[0.002051806640625, 0.0018395507812499997, 0.0015801269531250004, 0.0033960937500000033, 0.001297119140625, 0.18204477539062502, 0.025164111328125, -0.00035375976562499996, 0.0014622070312499999, 0.001438623046875, 0.000306591796875, 0.003183837890625001, 0.0035140136718749986, 0.0018631347656250003, 0.0012263671875, 0.000943359375, 0.003749853515625, 0.006320507812500002, 0.006674267578125003]"
172,"[363, 366, 405, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[1328.3076923076924, 1740.0, 459.7142857142857, 383.69146341463414, 398.0, 407.37984496124034, 423.1666666666667, 424.0, 432.90909090909093, 608.0, 746.0, 915.0, 385.5, 410.0, 503.0, 645.5, 788.0]","[0.0031130859375, 0.0010141113281250003, 0.0014622070312499999, 0.18437958984375002, 0.02903188476562501, -0.0002830078125, 0.002193310546875, 0.001698046875, 0.0005895996093750001, 0.0033017578125000007, 0.0042451171874999995, 0.00264140625, 0.0010376953125, 0.0008726074218750001, 0.0037970214843749996, 0.0064620117187500015, 0.006131835937500001]"
173,"[339, 347, 371, 411, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[775.3333333333334, 484.6666666666667, 1600.7826086956522, 514.0, 383.7148148148148, 398.0, 407.35766423357666, 423.2, 432.8, 608.0, 750.0, 386.0, 410.0, 502.0, 646.0, 788.0]","[0.001768798828125, 0.001108447265625, 0.006532763671875001, 0.0040800292968750035, 0.18400224609375, 0.03110727539062501, -0.0005895996093749997, 0.0028300781249999997, 0.00061318359375, 0.00301875, 0.0035611816406250015, 0.001061279296875, 0.0009197753906250001, 0.0035140136718750004, 0.005778076171875, 0.0055658203125]"
